y,x1,x2,x3,x4,x5,x6
23.644,0.283,1.378,0.268,1.667,3.238,3.746
23.628,0.325,1.548,0.280,1.815,3.467,2.383
23.060,0.287,1.515,0.276,1.514,3.246,3.345
23.742,0.279,1.623,0.298,1.361,3.031,3.524
24.198,0.343,1.676,0.307,1.742,3.341,2.251
23.775,0.314,1.517,0.280,1.459,3.300,3.364
23.405,0.345,1.606,0.318,1.275,3.562,3.384
24.427,0.270,1.400,0.249,1.763,3.564,3.908
24.824,0.269,1.333,0.299,1.850,3.375,3.968
24.703,0.331,1.551,0.294,1.779,3.641,2.278
25.679,0.296,1.466,0.320,1.726,3.853,3.060
24.246,0.302,1.465,0.298,1.573,3.617,2.499
23.681,0.284,1.391,0.244,1.751,3.640,3.732
26.505,0.275,1.373,0.292,1.662,3.678,3.695
23.476,0.312,1.438,0.241,1.698,3.731,2.578
24.647,0.281,1.478,0.249,1.584,3.579,3.074
22.460,0.337,1.561,0.315,1.303,3.697,2.689
24.152,0.340,1.563,0.281,1.734,3.544,2.254
24.032,0.291,1.575,0.279,1.352,3.148,3.750
23.729,0.275,1.472,0.249,1.781,3.265,3.131
23.998,0.297,1.422,0.276,1.520,3.823,3.584
25.137,0.302,1.405,0.284,1.618,3.716,3.492
23.568,0.283,1.374,0.273,1.637,3.694,4.005
24.169,0.340,1.337,0.298,1.377,3.981,3.646
23.908,0.300,1.476,0.302,1.609,3.639,3.261
24.699,0.274,1.524,0.315,1.578,3.525,3.571
24.594,0.313,1.456,0.252,1.597,3.597,3.414
23.874,0.286,1.542,0.283,1.435,3.206,3.721
24.583,0.289,1.294,0.271,1.516,4.021,3.571
26.169,0.289,1.331,0.281,1.705,3.932,3.425
25.270,0.263,1.577,0.284,1.348,3.338,3.803
24.258,0.270,1.503,0.246,1.531,3.296,2.918
25.980,0.264,1.515,0.276,1.185,3.606,3.948
23.415,0.274,1.525,0.250,1.538,3.444,3.248
23.653,0.290,1.536,0.255,1.221,3.413,3.498
26.732,0.283,1.203,0.243,1.617,4.210,3.039
25.317,0.270,1.457,0.253,1.701,3.325,3.036
25.705,0.250,1.292,0.239,1.426,3.361,4.286
25.728,0.272,1.412,0.256,1.695,3.987,2.501
25.209,0.252,1.386,0.230,1.708,3.353,3.391
25.906,0.289,1.485,0.247,1.593,3.741,3.010
24.420,0.297,1.591,0.270,1.657,3.439,2.970
24.384,0.262,1.502,0.245,1.532,3.449,3.115
24.770,0.259,1.450,0.252,1.645,3.485,3.344
27.011,0.239,1.241,0.279,1.376,4.021,4.277
26.112,0.278,1.326,0.252,1.714,4.155,3.790
26.298,0.256,1.265,0.243,1.373,4.015,3.244
25.953,0.262,1.431,0.263,1.418,3.677,3.569
24.253,0.255,1.407,0.263,1.378,3.505,3.392
26.007,0.265,1.526,0.252,1.054,3.581,4.121
25.104,0.241,1.222,0.270,1.365,3.620,4.454
24.582,0.264,1.287,0.251,1.774,3.612,3.948
25.725,0.298,1.499,0.283,1.244,4.202,2.862
25.718,0.280,1.426,0.283,1.515,4.216,2.800
24.456,0.241,1.191,0.215,1.664,3.517,3.967
25.693,0.307,1.525,0.265,1.145,3.757,2.606
25.621,0.266,1.329,0.230,1.316,3.990,3.704
24.084,0.277,1.460,0.262,1.552,3.561,2.487
24.795,0.261,1.517,0.235,1.657,3.671,3.035
25.131,0.250,1.376,0.219,1.254,3.587,4.243
25.851,0.266,1.356,0.232,1.330,3.796,3.246
26.858,0.243,1.334,0.258,1.232,3.968,4.043
26.161,0.238,1.375,0.229,1.512,3.520,4.224
26.911,0.254,1.378,0.272,1.141,3.785,3.767
26.477,0.238,1.377,0.221,1.705,3.602,3.427
26.310,0.236,1.271,0.259,1.340,3.872,4.186
26.945,0.261,1.358,0.246,1.489,3.967,2.707
25.673,0.265,1.191,0.275,1.664,4.197,3.672
31.153,0.235,1.145,0.237,1.511,4.477,4.278
26.028,0.232,1.174,0.209,1.753,3.629,4.605
27.188,0.277,1.261,0.252,1.164,4.303,3.731
27.970,0.253,1.167,0.246,1.289,4.580,3.917
24.843,0.273,1.481,0.247,1.106,3.637,3.584
25.979,0.236,1.119,0.216,1.445,4.158,4.199
26.781,0.267,1.311,0.268,1.547,4.401,2.763
25.632,0.262,1.427,0.222,1.554,3.675,2.695
26.371,0.251,1.233,0.246,1.393,4.206,3.795
27.097,0.242,1.264,0.223,1.243,4.154,4.211
26.847,0.236,1.452,0.219,1.303,3.627,3.616
25.301,0.243,1.368,0.214,1.493,3.617,3.884
26.794,0.263,1.352,0.261,1.396,4.062,3.802
26.287,0.278,1.485,0.246,1.046,4.136,3.296
26.994,0.244,1.196,0.231,1.000,4.512,4.310
24.389,0.250,1.285,0.238,1.680,3.864,3.808
27.666,0.251,1.242,0.231,1.661,4.347,3.400
28.547,0.242,1.048,0.247,1.517,4.708,3.689
26.404,0.247,1.307,0.278,1.115,4.295,4.377
27.895,0.241,1.200,0.229,1.587,4.622,3.193
32.608,0.224,1.021,0.228,1.523,4.529,4.754
26.974,0.250,1.358,0.212,1.193,3.961,3.413
26.875,0.184,1.076,0.212,1.465,4.175,4.011
25.981,0.221,1.311,0.239,1.291,3.603,4.217
26.375,0.228,1.281,0.208,1.651,3.660,3.835
26.031,0.251,1.310,0.224,1.098,4.059,4.009
28.672,0.220,1.271,0.224,1.449,4.071,4.305
26.107,0.261,1.265,0.241,1.168,4.521,3.049
28.403,0.242,1.249,0.239,1.552,4.225,4.080
26.517,0.257,1.162,0.258,1.333,4.632,3.092
26.570,0.253,1.008,0.219,1.508,4.673,3.404
26.264,0.244,1.165,0.231,1.175,4.280,4.408
28.112,0.221,1.005,0.232,1.483,4.564,4.154
27.607,0.261,1.066,0.226,1.567,5.397,3.800
28.745,0.224,1.975,0.212,1.315,4.519,3.458
27.274,0.256,1.167,0.242,1.356,4.764,3.504
